Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti_type,text_sample
3,3,5,5,2,4,4,4,2,3,4,5,4,4,3,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
2,3,4,2,1,2,2,1,3,3,3,4,2,5,3,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
4,1,1,1,4,5,5,4,5,4,3,4,3,2,4,INTP,I prefer to understand the why behind everything rather than just following instructions.
1,1,2,1,3,3,4,4,1,4,2,2,2,3,2,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
4,3,5,3,4,1,4,4,1,1,2,3,5,4,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
5,3,4,5,5,4,5,4,3,3,3,4,4,4,4,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
5,3,5,5,5,5,4,3,2,3,3,4,4,5,4,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
1,2,1,1,3,5,5,4,4,5,3,5,4,5,4,INTJ,I enjoy designing systems and thinking critically about theoretical frameworks.
4,3,4,5,2,1,1,1,4,3,3,1,3,2,3,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
2,1,1,4,3,2,1,2,2,1,1,3,5,5,5,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
4,3,5,5,4,4,4,2,3,2,3,3,3,1,1,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
3,2,2,2,5,4,4,4,1,3,1,4,5,4,4,INFJ,I prefer deep one on one conversations over large social gatherings.
2,3,3,3,5,3,3,5,2,4,1,5,5,3,3,INFJ,I prefer deep one on one conversations over large social gatherings.
4,3,4,3,2,3,3,1,2,2,4,2,1,3,3,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
4,5,3,3,3,1,2,3,5,5,5,2,3,2,2,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
1,1,4,1,2,4,1,1,5,3,4,1,2,1,2,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
5,5,3,4,1,5,5,5,3,2,2,3,2,2,2,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
4,4,3,5,1,1,2,2,4,3,4,1,1,2,5,ESTP,I like working in dynamic environments where I can respond quickly to changing situations.
2,1,1,2,3,1,2,3,5,5,5,1,4,2,4,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
4,5,2,4,4,5,5,5,1,2,2,1,5,3,2,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
5,3,5,5,2,1,2,2,3,4,5,3,4,2,5,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
1,4,2,3,4,4,4,3,3,5,4,3,3,1,3,INTP,I enjoy debating ideas and exploring multiple logical frameworks before reaching a conclusion.
4,4,3,4,4,3,1,3,5,4,5,3,2,2,1,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
3,2,4,3,4,5,5,5,1,2,1,5,2,5,3,INFJ,I prefer deep one on one conversations over large social gatherings.
1,3,2,4,2,1,3,1,1,3,1,1,3,3,3,ISFP,I am observant and sensitive and I notice small details that others often overlook.
4,2,5,5,5,4,5,4,1,5,3,4,1,2,3,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
3,2,1,2,5,4,4,4,3,4,4,1,1,2,3,INTP,I like working independently on open ended intellectual problems with no fixed answer.
2,1,2,1,2,2,2,3,5,5,5,4,4,4,3,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
3,4,5,5,4,5,4,5,1,1,2,4,3,3,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
4,4,4,2,3,5,5,5,4,3,4,5,5,3,5,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
3,1,1,3,3,1,3,4,4,5,4,3,4,4,3,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
1,2,1,2,3,1,1,1,1,1,2,3,4,5,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
4,4,2,4,1,1,3,3,1,1,3,1,1,1,3,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
5,3,4,5,5,4,4,2,5,4,5,1,2,2,3,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
1,2,1,2,5,5,5,5,5,4,5,5,3,5,5,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
1,3,1,2,3,5,4,4,2,1,2,4,4,4,3,INFJ,I like meaningful conversations about values and making a positive impact on society.
2,2,1,1,1,1,3,2,3,1,1,3,5,5,4,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
3,4,1,3,2,4,2,4,4,4,5,5,3,4,2,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
5,5,4,3,3,5,4,3,3,2,4,5,5,4,5,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
2,2,1,1,3,1,1,3,3,5,5,3,5,2,4,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
5,4,4,5,2,2,3,1,1,1,2,2,1,1,2,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
2,4,5,4,3,5,4,4,2,2,3,3,4,3,5,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
5,3,2,3,4,3,5,5,5,5,4,1,3,2,1,ENTP,I like to question the status quo and find better more innovative ways of doing things.
2,2,3,3,1,1,1,1,4,4,3,3,1,1,2,ESTP,I enjoy persuading others and thrive in competitive high stakes situations.
1,2,2,1,5,5,3,5,4,3,5,2,4,1,1,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
3,1,3,1,2,2,3,1,5,4,3,3,4,2,2,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
3,4,5,4,3,4,5,5,2,4,4,4,3,3,3,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
4,5,5,5,2,5,4,4,3,5,3,5,4,4,4,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
4,5,1,5,5,2,4,2,4,4,5,3,3,1,3,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
3,5,5,5,1,1,1,1,3,3,2,3,2,3,1,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
4,3,4,3,4,5,3,4,5,4,5,2,1,1,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
5,4,5,5,2,2,1,1,5,4,4,4,5,4,5,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
1,2,2,1,1,1,2,3,5,4,5,2,1,1,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
3,1,2,1,4,4,5,4,2,1,1,3,5,4,5,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
3,5,5,4,4,1,1,3,5,5,4,4,3,5,5,ESTJ,I am practical and results oriented and I like to get things done efficiently and on time.
2,5,5,5,4,3,5,5,4,2,1,3,5,3,3,ENFJ,I love building relationships supporting personal development and leading collaboratively.
1,1,1,1,2,2,4,1,4,2,3,4,3,1,4,ISFP,I like working on creative projects that allow me to express my personal aesthetic.
5,4,5,3,3,1,4,2,5,4,3,3,4,4,4,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
1,2,2,2,5,3,5,4,4,3,4,2,3,4,2,INTP,I prefer to understand the why behind everything rather than just following instructions.
5,5,2,5,1,5,2,2,1,1,3,1,4,3,2,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,ISFP,I like creative hands on activities and expressing my feelings through visual art.
5,3,4,4,4,5,4,4,1,3,1,1,2,3,2,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
2,5,3,3,3,5,4,5,3,5,5,3,2,2,1,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
5,3,5,3,2,3,1,2,5,5,4,3,3,5,4,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
2,1,1,4,4,1,1,2,1,2,2,4,3,3,4,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
4,4,4,4,3,2,1,2,4,3,4,3,4,1,2,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
5,4,5,2,1,1,1,3,1,3,2,5,4,5,5,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
3,4,4,5,4,4,5,3,3,3,1,4,3,3,5,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
2,2,3,3,4,4,5,5,5,5,5,1,1,3,1,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
1,1,1,2,5,4,2,5,3,1,4,3,1,1,1,INFP,I value creativity self expression and authentic connections with people around me.
2,1,1,2,4,4,3,5,1,1,1,5,4,5,5,INFJ,I like helping individuals find clarity and direction in their lives through thoughtful guidance.
4,4,4,5,3,5,2,4,1,2,1,2,3,1,2,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
2,2,1,1,4,3,4,4,2,4,1,4,2,4,5,INFJ,I like meaningful conversations about values and making a positive impact on society.
2,2,1,4,5,5,4,2,3,2,2,4,4,4,4,INFJ,I prefer deep one on one conversations over large social gatherings.
5,5,5,4,1,4,2,3,2,2,1,1,2,3,2,ESFP,I thrive in lively social environments and enjoy collaborating with enthusiastic teams.
1,4,2,1,5,3,5,5,3,1,2,2,3,1,2,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
2,3,3,1,5,2,5,5,3,4,3,4,4,5,5,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
1,3,3,1,4,4,5,3,4,3,5,2,1,2,4,INTP,I like to analyse systems and find innovative conceptual solutions.
2,1,4,2,4,4,5,4,5,5,4,3,2,1,1,INTP,I like working independently on open ended intellectual problems with no fixed answer.
2,5,2,5,1,2,1,2,4,2,5,4,4,3,4,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
5,5,3,4,4,2,1,1,1,1,3,4,5,5,5,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
2,5,4,3,4,5,4,5,4,5,3,5,4,4,5,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
3,3,1,3,4,3,4,3,3,3,1,4,4,5,3,INFJ,I prefer deep one on one conversations over large social gatherings.
4,5,2,5,4,1,2,2,3,2,2,1,3,1,1,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
5,3,3,4,3,2,1,3,2,1,3,5,4,5,5,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
3,5,4,3,3,1,1,2,1,3,1,2,3,2,3,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
5,4,5,5,3,4,5,3,5,3,3,4,4,3,2,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
4,4,5,5,1,2,1,2,3,2,3,3,3,2,2,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
2,3,1,1,5,4,4,4,1,2,3,4,3,4,3,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
1,2,2,1,3,4,2,1,4,3,4,5,3,5,1,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
2,1,2,1,3,5,3,3,3,4,5,1,1,2,1,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
3,2,2,1,2,1,1,2,2,3,1,2,1,1,1,ISFP,I like working on creative projects that allow me to express my personal aesthetic.
1,3,3,1,3,3,3,4,4,5,5,3,3,5,5,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
5,4,4,4,3,4,4,3,5,4,5,1,1,1,1,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
3,2,2,1,5,4,4,5,5,4,5,5,3,5,4,INTJ,I prefer working independently on complex strategic problems and long term planning.
5,4,3,5,4,2,3,2,4,5,3,2,2,1,2,ESTP,I enjoy action oriented challenges negotiation and persuading others with direct energy.
4,4,4,4,2,1,2,1,3,3,3,4,4,4,3,ESTJ,I am practical and results oriented and I like to get things done efficiently and on time.
4,4,5,4,2,3,2,1,4,4,5,3,1,2,1,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
1,1,1,1,2,2,1,2,3,3,5,5,5,4,4,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
4,4,3,3,3,1,1,3,3,5,4,3,4,3,1,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
5,4,4,5,3,2,1,2,1,2,4,5,5,4,5,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
4,3,3,1,4,3,3,5,2,2,1,2,2,1,2,INFP,I care deeply about helping others and expressing my inner values through my work.
4,4,4,5,1,1,1,1,5,5,4,4,2,5,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
1,2,2,2,5,4,3,4,3,1,2,5,5,5,4,INFJ,I like helping individuals find clarity and direction in their lives through thoughtful guidance.
5,5,5,5,3,5,4,4,2,2,2,4,4,3,4,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
3,3,3,5,3,3,5,4,3,5,5,3,1,2,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
3,4,5,2,5,5,4,3,3,5,3,3,1,2,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
1,2,1,1,5,3,5,3,4,5,5,2,1,2,4,INTP,I prefer to understand the why behind everything rather than just following instructions.
4,3,4,4,2,4,5,5,2,1,1,1,1,3,1,ENFP,I enjoy working on creative projects that allow me to express my imagination and enthusiasm.
1,3,2,3,5,5,5,5,4,4,5,5,5,4,5,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
5,5,3,3,4,5,4,3,2,2,4,1,1,1,1,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
5,4,3,3,3,3,5,3,3,4,1,5,4,4,3,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
3,1,1,1,5,5,4,5,3,1,1,1,2,1,2,INFP,I enjoy writing art and exploring emotions through creative and imaginative projects.
1,4,3,2,1,1,1,2,4,5,5,1,1,1,1,ISTP,I like troubleshooting technical systems and finding practical efficient solutions.
1,2,3,4,4,4,3,4,4,4,4,5,3,3,4,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
2,1,1,1,4,5,5,5,2,4,3,4,5,4,4,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
3,1,2,2,5,5,4,4,1,2,1,2,3,3,1,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
4,5,5,4,4,4,4,3,3,2,4,2,2,3,4,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
5,5,5,3,1,1,1,1,4,3,3,5,5,5,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
4,3,5,5,2,1,1,2,1,1,2,5,4,3,3,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
2,2,2,3,5,3,5,2,4,5,3,1,2,2,1,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
5,5,4,5,5,3,4,4,3,4,2,4,5,3,2,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
2,5,5,4,4,5,5,5,5,5,5,5,3,5,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
1,1,1,1,3,5,5,3,2,1,2,5,2,3,5,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
3,4,3,4,4,1,3,1,2,2,4,4,5,4,4,ESFJ,I prefer structured environments where I can contribute to the wellbeing of a community.
3,1,3,1,1,2,1,2,1,2,1,4,2,1,2,ISFP,I like working on creative projects that allow me to express my personal aesthetic.
2,4,4,2,1,2,1,1,4,5,4,4,4,5,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
2,1,1,3,1,1,2,2,1,1,3,4,3,5,4,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
3,1,1,1,4,4,5,4,4,4,3,4,4,4,4,INTJ,I enjoy setting ambitious goals and working methodically toward them without distraction.
2,1,1,3,1,1,2,1,4,5,4,3,5,2,2,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
5,5,4,4,2,4,4,5,4,4,2,5,5,4,4,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
4,3,4,5,5,4,3,4,3,5,3,1,2,3,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
2,2,2,1,5,5,4,5,2,2,2,4,3,2,5,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
3,2,2,2,2,2,3,3,3,3,3,4,4,4,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
4,4,3,3,1,1,2,2,2,2,1,5,4,4,2,ESFJ,I am attentive to the needs of others and enjoy providing practical support and care.
3,1,1,1,1,3,2,3,3,3,4,2,2,3,2,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
3,1,2,1,4,5,4,5,3,5,3,2,3,2,2,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
4,1,2,2,3,2,4,1,5,4,2,5,5,5,4,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
2,1,2,1,5,2,5,2,1,3,1,4,5,5,4,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
4,4,5,4,3,5,3,2,5,4,4,5,3,5,5,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
3,3,1,3,5,5,5,4,2,1,1,2,2,2,1,INFP,I like exploring philosophical questions about identity meaning and human connection.
3,2,3,4,1,2,2,1,2,1,3,5,4,5,3,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
1,1,1,2,3,5,5,5,3,1,2,2,1,1,1,INFP,I like exploring philosophical questions about identity meaning and human connection.
1,1,3,3,3,4,3,4,4,4,5,4,3,3,5,INTJ,I enjoy designing systems and thinking critically about theoretical frameworks.
4,3,2,4,4,4,5,3,4,5,5,4,2,1,1,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
4,5,5,5,4,5,4,4,1,1,1,3,5,4,3,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
5,5,2,5,4,5,4,3,2,2,4,1,2,1,1,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
4,3,3,5,3,1,3,1,2,4,1,1,4,1,1,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
3,2,2,1,5,5,4,3,4,4,5,4,5,3,5,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
2,1,4,1,2,2,2,3,3,5,5,2,2,1,1,ISTP,I like troubleshooting technical systems and finding practical efficient solutions.
1,1,1,3,3,5,4,5,2,2,2,4,4,5,4,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
5,4,5,4,2,2,1,1,5,3,3,3,4,2,3,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
3,4,5,4,1,3,1,1,5,5,4,5,5,3,4,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
3,1,1,3,1,3,2,3,3,5,3,4,4,5,5,ISTJ,I prefer predictable routines and feel most productive when I have a clear plan to follow.
3,5,5,5,1,2,1,1,1,2,3,4,4,4,3,ESFJ,I am attentive to the needs of others and enjoy providing practical support and care.
1,2,4,2,4,5,5,4,5,4,5,4,5,3,3,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
1,2,2,1,3,4,3,4,5,1,3,2,1,3,2,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
1,3,1,1,2,3,3,2,3,2,2,1,1,3,1,ISFP,I am observant and sensitive and I notice small details that others often overlook.
2,1,1,1,3,5,5,3,2,3,3,1,3,1,4,INTP,I prefer to understand the why behind everything rather than just following instructions.
5,4,4,5,5,5,4,5,5,5,2,1,3,2,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
5,5,4,3,4,4,3,2,2,1,2,5,5,4,4,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
5,5,3,5,1,1,3,1,2,5,5,1,1,2,5,ESTP,I prefer hands on experience over theory and I learn best by doing.
2,2,2,1,5,4,2,4,2,4,2,4,4,4,5,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
3,5,5,5,5,4,4,5,1,1,5,1,2,1,1,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
1,2,5,1,5,4,5,5,4,5,5,2,3,1,2,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
3,4,2,2,2,1,1,1,1,1,4,4,4,3,4,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
5,3,5,5,1,1,2,2,3,4,3,2,2,2,1,ESTP,I enjoy action oriented challenges negotiation and persuading others with direct energy.
3,4,3,4,3,2,3,2,2,3,2,4,1,3,1,ESFP,I am adaptable and spontaneous and I prefer variety and excitement over routine.
4,5,4,4,3,5,5,4,5,4,5,4,4,3,4,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
3,4,3,4,1,1,2,1,4,5,5,5,4,2,5,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
4,5,4,4,2,1,1,1,4,5,5,1,3,2,1,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
3,4,5,4,1,1,1,2,3,1,2,1,2,4,4,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
4,5,4,5,5,4,4,5,2,2,3,2,1,5,3,ENFP,I am curious and open minded and I love learning about new ideas and meeting new people.
4,3,4,5,1,3,1,2,4,5,5,3,5,5,5,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
2,1,2,3,5,4,5,3,4,4,3,1,1,4,1,INTP,I am fascinated by theories and enjoy spending hours thinking through complex problems alone.
1,3,1,3,2,1,1,1,2,1,1,3,3,1,2,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
5,4,2,4,1,2,4,3,5,2,4,5,5,4,3,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
2,3,1,2,2,2,2,3,1,1,2,3,2,3,4,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
4,5,4,4,5,2,5,5,4,3,2,1,2,1,2,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
4,4,4,5,1,5,1,1,2,3,1,5,2,5,3,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
2,2,1,2,1,1,2,2,5,3,4,2,1,1,3,ISTP,I enjoy hands on problem solving working with tools and understanding how things work.
5,5,5,5,3,2,1,1,3,2,2,1,4,2,1,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
5,3,5,4,2,3,4,4,4,5,4,2,1,1,1,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
2,3,2,1,3,2,1,1,2,2,3,4,5,5,2,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
4,5,4,4,3,5,4,4,1,2,1,5,2,5,5,ENFJ,I am empathetic and charismatic and I naturally take on the role of mentor or guide.
4,5,3,5,1,2,3,4,2,2,3,4,4,4,4,ESFJ,I find satisfaction in maintaining harmony and helping groups work together effectively.
2,4,4,4,5,2,3,1,4,5,5,5,5,5,4,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
1,3,1,2,4,5,4,4,5,5,5,4,4,4,4,INTJ,I enjoy designing systems and thinking critically about theoretical frameworks.
5,5,5,5,4,4,5,5,1,1,2,1,1,2,1,ENFP,I am enthusiastic creative and love connecting people with exciting new opportunities.
4,1,1,2,2,2,1,2,2,2,1,5,4,5,3,ISFJ,I enjoy providing care nurturing environments and maintaining harmony in teams.
4,4,5,3,2,2,3,3,4,4,4,4,5,5,3,ESTJ,I prefer clear hierarchies and well defined roles and I hold myself and others accountable.
2,2,1,1,3,2,4,3,1,4,2,2,2,1,1,ISFP,I enjoy artistic expression working at my own pace and experiencing the present moment.
4,5,3,4,4,4,4,4,2,1,2,2,4,2,1,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
2,5,4,4,2,1,1,3,1,1,1,3,5,5,5,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
5,5,5,5,4,4,5,3,3,2,2,3,3,4,3,ENFJ,I love building relationships supporting personal development and leading collaboratively.
4,5,3,5,1,1,2,2,3,1,1,1,1,2,3,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
3,4,4,4,5,5,5,4,3,3,4,2,2,1,2,ENTP,I like exploring unconventional ideas and finding creative ways to solve complex problems.
4,1,3,2,5,3,4,4,1,1,1,3,5,3,3,INFJ,I enjoy writing and reflecting on ideas that connect personal values to broader human themes.
5,1,5,3,4,3,5,4,2,3,1,1,1,2,3,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
4,1,1,3,3,4,3,4,5,5,5,3,3,1,3,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
2,2,1,5,1,3,4,2,2,1,3,2,4,1,1,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
3,3,1,2,4,5,3,3,2,1,2,1,3,1,3,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
1,1,3,1,5,4,5,4,3,5,4,2,4,5,5,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
5,5,5,3,3,1,3,2,2,1,1,3,2,4,5,ESFJ,I am warm and sociable and I enjoy making others feel welcome and appreciated.
4,4,3,4,2,1,2,2,1,5,4,3,2,4,2,ESTP,I enjoy action oriented challenges negotiation and persuading others with direct energy.
4,4,3,5,2,1,1,3,4,4,4,4,4,5,3,ESTJ,I enjoy managing operations and ensuring that systems and processes run smoothly.
3,1,4,2,2,4,5,5,1,1,2,5,3,4,4,INFJ,I often sense what others are feeling before they say it and try to support them quietly.
4,4,4,5,3,2,3,2,4,1,3,2,5,5,4,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
2,1,1,3,5,3,5,4,4,5,3,4,4,4,5,INTJ,I prefer solitude when thinking and tend to plan everything carefully before acting.
4,5,4,3,1,3,1,1,5,5,3,2,2,1,1,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
5,4,4,5,4,3,4,5,3,2,2,4,3,5,5,ENFJ,I love building relationships supporting personal development and leading collaboratively.
5,3,4,4,5,3,4,5,1,2,3,2,1,1,3,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
5,5,5,4,3,2,3,2,5,3,4,5,4,2,5,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
4,2,4,4,5,4,5,2,1,2,1,1,1,2,2,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
1,1,3,3,4,5,5,5,1,2,4,3,3,3,4,INFP,I am sensitive to the emotions of others and try to create harmony in my relationships.
2,3,3,3,1,4,4,2,1,1,2,4,4,3,5,ISFJ,I take pride in being dependable and always showing up for the people who count on me.
1,2,3,1,3,3,5,5,2,2,2,3,4,4,3,INFJ,I am driven by a sense of purpose and want my work to contribute to something meaningful.
5,3,5,3,3,4,5,4,4,5,1,3,4,5,5,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
2,4,2,3,1,1,2,2,4,2,1,3,5,4,3,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
4,3,5,4,2,2,3,3,3,5,5,1,1,1,2,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
3,2,2,1,2,1,3,1,5,5,5,1,3,1,1,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
3,5,5,3,4,5,2,4,2,2,3,4,4,3,4,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
4,5,4,4,3,1,1,1,3,3,3,5,4,4,4,ESTJ,I am practical and results oriented and I like to get things done efficiently and on time.
4,4,3,5,4,5,5,4,1,2,1,4,5,4,3,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
3,5,5,3,3,2,5,5,4,2,1,4,5,3,3,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
3,1,2,3,5,4,5,5,3,1,2,5,5,4,4,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
